"Category","File","Line","Reference"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13251","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\asyncio"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13252","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\collections"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13253","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\collections\__pycache__"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13254","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\compression"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13255","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\compression\__pycache__"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13256","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\compression\_common"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13257","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\compression\_common\__pycache__"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13258","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\compression\zstd"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13259","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\compression\zstd\__pycache__"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13260","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\concurrent"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13261","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\concurrent\futures"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13262","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\concurrent\interpreters"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13263","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\ctypes"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13264","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\ctypes\__pycache__"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13265","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\ctypes\macholib"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13266","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\curses"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13267","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\dbm"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13268","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\email"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13269","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\email\__pycache__"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13270","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\email\mime"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13271","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\encodings"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13272","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\encodings\__pycache__"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13273","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\ensurepip"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13274","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\ensurepip\_bundled"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13275","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\html"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13276","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\html\__pycache__"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13277","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\http"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13278","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\http\__pycache__"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13279","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\idlelib"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13280","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\idlelib\Icons"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13281","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\importlib"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13282","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\importlib\__pycache__"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13283","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\importlib\metadata"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13284","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\importlib\metadata\__pycache__"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13285","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\importlib\resources"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13286","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\importlib\resources\__pycache__"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13287","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\json"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13288","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\json\__pycache__"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13289","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\logging"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13290","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\logging\__pycache__"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13291","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\multiprocessing"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13292","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\multiprocessing\dummy"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13293","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\pathlib"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13294","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\pathlib\__pycache__"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13295","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\pydoc_data"
"REVIEW","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13296","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\re"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13297","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\re\__pycache__"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13298","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\site-packages"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13299","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\site-packages\pip"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13300","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\site-packages\pip-26.1.1.dist-info"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13301","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\site-packages\pip-26.1.1.dist-info\licens…"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13302","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\site-packages\pip-26.1.1.dist-info\licens…"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13303","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\site-packages\pip-26.1.1.dist-info\licens…"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13304","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\site-packages\pip-26.1.1.dist-info\licens…"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13305","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\site-packages\pip-26.1.1.dist-info\licens…"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13306","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\site-packages\pip-26.1.1.dist-info\licens…"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13307","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\site-packages\pip-26.1.1.dist-info\licens…"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13308","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\site-packages\pip-26.1.1.dist-info\licens…"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13309","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\site-packages\pip-26.1.1.dist-info\licens…"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13310","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\site-packages\pip-26.1.1.dist-info\licens…"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13311","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\site-packages\pip-26.1.1.dist-info\licens…"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13312","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\site-packages\pip-26.1.1.dist-info\licens…"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13313","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\site-packages\pip-26.1.1.dist-info\licens…"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13314","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\site-packages\pip-26.1.1.dist-info\licens…"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13315","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\site-packages\pip-26.1.1.dist-info\licens…"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13316","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\site-packages\pip-26.1.1.dist-info\licens…"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13317","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\site-packages\pip-26.1.1.dist-info\licens…"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13318","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\site-packages\pip-26.1.1.dist-info\licens…"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13319","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\site-packages\pip-26.1.1.dist-info\licens…"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13320","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\site-packages\pip-26.1.1.dist-info\licens…"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13321","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\site-packages\pip-26.1.1.dist-info\licens…"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13322","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\site-packages\pip-26.1.1.dist-info\licens…"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13323","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\site-packages\pip\__pycache__"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13324","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\site-packages\pip\_internal"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13325","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\site-packages\pip\_internal\__pycache__"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13326","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\site-packages\pip\_internal\cli"
"CACHE_OR_TEMP","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13327","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\site-packages\pip\_internal\cli\__pycache…"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13328","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\site-packages\pip\_internal\commands"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13329","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\site-packages\pip\_internal\commands\__py…"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13330","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\site-packages\pip\_internal\distributions"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13331","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\site-packages\pip\_internal\distributions…"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13332","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\site-packages\pip\_internal\index"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13333","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\site-packages\pip\_internal\index\__pycac…"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13334","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\site-packages\pip\_internal\locations"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13335","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\site-packages\pip\_internal\locations\__p…"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13336","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\site-packages\pip\_internal\metadata"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13337","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\site-packages\pip\_internal\metadata\__py…"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13338","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\site-packages\pip\_internal\metadata\impo…"
"PYTHON_RUNTIME","G:\AI\E-zzio\runtime\audit\storage_migration\parallel_forensic\FORENSIC_MAPPING_20260814_154221.txt","13339","C:\Users\enrik\AppData\Roaming\uv\python\cpython-3.14.5-windows-x86_64-none\Lib\site-packages\pip\_internal\metadata\impo…"
